date	slope
1977-02-01	2.587703069
1977-03-01	2.7215358689999992
1977-04-01	2.628147167
1977-05-01	1.899814673
1977-06-01	1.8162954329999996
1977-07-01	1.8896245699999996
1977-08-01	1.6075267450000004
1977-09-01	1.3206701919999996
1977-10-01	1.2506525169999998
1977-11-01	1.2922271209999998
1977-12-01	1.4360033130000006
1978-01-01	1.2987098609999998
1978-02-01	1.4000930699999996
1978-03-01	1.4145375969999998
1978-04-01	1.7182665510000002
1978-05-01	1.533149121000001
1978-06-01	1.291154797
1978-07-01	1.4396715519999992
1978-08-01	0.4872335060000008
1978-09-01	0.16868739100000064
1978-10-01	-0.20435146999999708
1978-11-01	-0.60006302500000072
1978-12-01	-0.64684902200000136
1979-01-01	-0.81788364900000048
1979-02-01	-0.821899448
1979-03-01	-0.87345913100000064
1979-04-01	-0.76530859600000064
1979-05-01	-0.9721858779999976
1979-06-01	-0.55438487799999688
1979-07-01	-0.61260482399999992
1979-08-01	-1.1552043360000024
1979-09-01	-1.279321276000001
1979-10-01	-2.1456497300000004
1979-11-01	-1.5431809399999992
1979-12-01	-2.4264368649999996
1980-01-01	-1.5735156400000002
1980-02-01	-2.8572330800000004
1980-03-01	-3.5215493800000032
1980-04-01	-0.12170223000000036
1980-05-01	1.5850290979999996
1980-06-01	1.9040796560000004
1980-07-01	1.2177792669999992
1980-08-01	0.06965150999999992
1980-09-01	-0.72452598000000096
1980-10-01	-1.1568457200000032
1980-11-01	-2.3961367200000028
1980-12-01	-3.1008716500000004
1981-01-01	-3.130131600000002
1981-02-01	-2.1510832700000008
1981-03-01	-0.42513483000000104
1981-04-01	-1.8919711899999996
1981-05-01	-2.90384652
1981-06-01	-1.7393227299999996
1981-07-01	-1.4384506800000026
1981-08-01	-1.3881446999999998
1981-09-01	0.34767511999999988
1981-10-01	0.83803303
1981-11-01	2.5157927899999992
1981-12-01	2.1597490399999996
1982-01-01	0.6565049999999992
1982-02-01	0.88090224999999648
1982-03-01	-0.17843393000000062
1982-04-01	0.64421034999999984
1982-05-01	1.4868971599999998
1982-06-01	0.60526056000000136
1982-07-01	2.0280121100000004
1982-08-01	3.7524888919999984
1982-09-01	3.1838114130000008
1982-10-01	2.1476657680000012
1982-11-01	1.6900895459999994
1982-12-01	1.792345503
1983-01-01	2.110489739
1983-02-01	1.7606662629999992
1983-03-01	1.3524604289999988
1983-04-01	1.5724143490000006
1983-05-01	1.6324139540000004
1983-06-01	1.6173879190000022
1983-07-01	2.0441908840000024
1983-08-01	1.909720921
1983-09-01	2.081804921
1983-10-01	2.6782412969999996
1983-11-01	2.1591993870000012
1983-12-01	2.277538174
1984-01-01	2.258468959
1984-02-01	2.3281033279999992
1984-03-01	2.1880073689999992
1984-04-01	2.5324841669999996
1984-05-01	3.4588902800000004
1984-06-01	3.2254053399999984
1984-07-01	1.8253978699999996
1984-08-01	1.5019275399999988
1984-09-01	1.5644926600000008
1984-10-01	2.120760616
1984-11-01	2.542316755
1984-12-01	3.239194607
1985-01-01	2.6212203839999992
1985-02-01	2.893180977
1985-03-01	2.9992935990000012
1985-04-01	3.224318836
1985-05-01	2.919133036
1985-06-01	3.178385167
1985-07-01	3.0325914979999996
1985-08-01	2.9065125070000004
1985-09-01	3.081321088
1985-10-01	2.658978224
1985-11-01	2.3819134700000024
1985-12-01	1.8019509499999992
1986-01-01	1.9880734920000008
1986-02-01	0.92108852800000032
1986-03-01	0.76858902100000032
1986-04-01	1.0209903200000002
1986-05-01	1.5245042939999998
1986-06-01	1.2603200430000002
1986-07-01	1.5699700510000004
1986-08-01	1.653012178
1986-09-01	2.0717981950000004
1986-10-01	2.045974674
1986-11-01	1.7747931569999996
1986-12-01	1.4022172199999998
1987-01-01	1.4643222490000002
1987-02-01	1.6292145470000002
1987-03-01	1.8148561019999992
1987-04-01	2.5258087679999992
1987-05-01	2.6521816630000004
1987-06-01	2.47675802
1987-07-01	2.515711136
1987-08-01	2.6484918639999996
1987-09-01	2.7860074410000008
1987-10-01	3.391908592
1987-11-01	3.6128164860000008
1987-12-01	2.966166277
1988-01-01	2.4736387480000008
1988-02-01	2.419016172
1988-03-01	2.6925749029999996
1988-04-01	2.7351797899999976
1988-05-01	2.5464300359999992
1988-06-01	2.0737548830000004
1988-07-01	1.9377085199999976
1988-08-01	1.6207326560000004
1988-09-01	1.3592548419999994
1988-10-01	1.0720431650000002
1988-11-01	0.90475266999999888
1988-12-01	0.5813634999999984
1989-01-01	0.20262297200000036
1989-02-01	0.18413210900000008
1989-03-01	-0.15647100099999988
1989-04-01	0.1292008109999987
1989-05-01	-0.31305225100000024
1989-06-01	-0.21531603500000072
1989-07-01	-0.22049000099999992
1989-08-01	0.02858926799999928
1989-09-01	0.0311802280000002
1989-10-01	-0.18292948599999992
1989-11-01	-7.4245999999611456e-05
1989-12-01	0.059991685000000848
1990-01-01	0.33957187300000056
1990-02-01	0.50528042500000048
1990-03-01	0.4355689999999992
1990-04-01	0.86017140100000048
1990-05-01	0.5851545340000008
1990-06-01	0.384086913
1990-07-01	0.63967208499999992
1990-08-01	1.2917229239999992
1990-09-01	1.4652677980000002
1990-10-01	1.3783098109999994
1990-11-01	1.1378959800000006
1990-12-01	1.4946859069999992
1991-01-01	1.7970255339999994
1991-02-01	1.93376851
1991-03-01	2.132296126
1991-04-01	2.4686401079999996
1991-05-01	2.5105593719999996
1991-06-01	2.6308941239999992
1991-07-01	2.5775691
1991-08-01	2.5245702850000004
1991-09-01	2.382573195
1991-10-01	2.842322768
1991-11-01	3.377404339
1991-12-01	3.1729063260000004
1992-01-01	3.740177254
1992-02-01	3.5288399459999996
1992-03-01	3.6020520440000004
1992-04-01	4.067622236
1992-05-01	3.867585788
1992-06-01	3.678145764
1992-07-01	3.694680462
1992-08-01	3.739963648
1992-09-01	3.8766803609999992
1992-10-01	4.069877841
1992-11-01	3.8651243570000008
1992-12-01	3.81773172
1993-01-01	3.713695918
1993-02-01	3.348198047
1993-03-01	3.3093176389999996
1993-04-01	3.407010473
1993-05-01	3.3110215050000004
1993-06-01	2.9568451529999996
1993-07-01	2.926813108
1993-08-01	2.674799011
1993-09-01	2.5634221449999996
1993-10-01	2.5344385929999996
1993-11-01	2.8566300410000004
1993-12-01	2.9394868780000004
1994-01-01	2.8266650299999996
1994-02-01	2.9561689540000004
1994-03-01	3.272991927
1994-04-01	3.1883460620000004
1994-05-01	3.0239503979999992
1994-06-01	3.0898840510000004
1994-07-01	2.9011089839999996
1994-08-01	2.700320446
1994-09-01	2.822912896
1994-10-01	2.734405476
1994-11-01	2.2934669019999996
1994-12-01	2.0040110109999992
1995-01-01	1.6274335639999994
1995-02-01	1.3626487479999998
1995-03-01	1.348091051
1995-04-01	1.291494524
1995-05-01	0.69964460799999984
1995-06-01	0.72813908
1995-07-01	1.0272118470000002
1995-08-01	1.0285404790000002
1995-09-01	0.8004808110000008
1995-10-01	0.62938442500000048
1995-11-01	0.45408697299999992
1995-12-01	0.50025043800000016
1996-01-01	0.64602162700000056
1996-02-01	1.1651205319999996
1996-03-01	1.1922409069999996
1996-04-01	1.5403545090000002
1996-05-01	1.6382717269999994
1996-06-01	1.5077165810000004
1996-07-01	1.5041950030000004
1996-08-01	1.6616415379999996
1996-09-01	1.567266514
1996-10-01	1.273966282
1996-11-01	0.98482483599999952
1996-12-01	1.253727734
1997-01-01	1.3794983849999998
1997-02-01	1.4047841119999998
1997-03-01	1.5423633309999998
1997-04-01	1.4739744400000002
1997-05-01	1.5487016279999998
1997-06-01	1.2160456430000002
1997-07-01	0.796515705
1997-08-01	1.1421271649999998
1997-09-01	1.0101577749999998
1997-10-01	0.57616803500000024
1997-11-01	0.59293497600000048
1997-12-01	0.4086174299999996
1998-01-01	0.32430509999999924
1998-02-01	0.42472374799999992
1998-03-01	0.44827211700000016
1998-04-01	0.59997775699999864
1998-05-01	0.48686647999999976
1998-06-01	0.30824923899999936
1998-07-01	0.36744868700000048
1998-08-01	0.20252088100000076
1998-09-01	0.16222979900000034
1998-10-01	0.296258216
1998-11-01	0.32484246900000004
1998-12-01	0.17204776999999982
1999-01-01	0.20202049499999932
1999-02-01	0.6122686679999996
1999-03-01	0.80985786299999952
1999-04-01	0.85260184000000016
1999-05-01	1.0625192390000002
1999-06-01	1.0623601949999992
1999-07-01	1.1178552249999996
1999-08-01	1.0676456459999998
1999-09-01	1.0467428669999998
1999-10-01	0.98647331599999968
1999-11-01	0.8929260400000008
1999-12-01	1.1116716389999998
2000-01-01	0.92878843
2000-02-01	0.68330905799999984
2000-03-01	0.0041619639999996848
2000-04-01	0.17383989400000032
2000-05-01	0.50161353499999976
2000-06-01	0.048893329000000208
2000-07-01	-0.27026794399999952
2000-08-01	-0.49034995099999976
2000-09-01	-0.47316512100000008
2000-10-01	-0.6425388030000008
2000-11-01	-0.72148047800000016
2000-12-01	-0.74498316499999888
2001-01-01	0.21828103500000128
2001-02-01	0.30205042900000036
2001-03-01	0.67978841399999992
2001-04-01	1.5208456409999998
2001-05-01	1.863498511
2001-06-01	1.879930026
2001-07-01	1.65187031
2001-08-01	1.7017511600000002
2001-09-01	2.30184641
2001-10-01	2.3509163749999988
2001-11-01	3.144019571
2001-12-01	3.495579834
2002-01-01	3.45438721
2002-02-01	3.3698895510000004
2002-03-01	3.671674766
2002-04-01	3.443575376
2002-05-01	3.4777998570000004
2002-06-01	3.3011936000000004
2002-07-01	3.0470662280000004
2002-08-01	2.704696058
2002-09-01	2.365377843
2002-10-01	2.818433995
2002-11-01	3.2958721349999996
2002-12-01	2.787738631
2003-01-01	2.970315125
2003-02-01	2.684280997
2003-03-01	2.844596712
2003-04-01	2.911411221
2003-05-01	2.4585293250000004
2003-06-01	2.779226198
2003-07-01	3.6303826730000008
2003-08-01	3.599111148
2003-09-01	3.2013448870000012
2003-10-01	3.541116047
2003-11-01	3.5832121090000004
2003-12-01	3.5392168950000004
2004-01-01	3.4086697449999988
2004-02-01	3.226431395
2004-03-01	3.060608706
2004-04-01	3.701629485
2004-05-01	3.7325886520000008
2004-06-01	3.4415465949999988
2004-07-01	3.2032355939999996
2004-08-01	2.7314762860000004
2004-09-01	2.54342896
2004-10-01	2.2707517839999996
2004-11-01	2.303017186
2004-12-01	2.088746499
2005-01-01	1.7719488870000002
2005-02-01	1.753529548
2005-03-01	1.7350705860000004
2005-04-01	1.3579309090000002
2005-05-01	1.128938705
2005-06-01	0.80665828000000016
2005-07-01	0.93874635899999952
2005-08-01	0.60737560700000024
2005-09-01	0.81486927399999984
2005-10-01	0.71381644100000056
2005-11-01	0.69875774200000016
2005-12-01	0.32970697100000024
2006-01-01	0.10490832099999992
2006-02-01	-0.013486881000000394
2006-03-01	0.27709858600000016
2006-04-01	0.32614829099999996
2006-05-01	0.33411127200000036
2006-06-01	0.12536839900000008
2006-07-01	-0.10331717799999928
2006-08-01	-0.25804837499999868
2006-09-01	-0.21371142299999944
2006-10-01	-0.44209716499999984
2006-11-01	-0.51315362600000024
2006-12-01	-0.30017538300000092
2007-01-01	-0.27186306100000036
2007-02-01	-0.49146583399999952
2007-03-01	-0.33136560400000016
2007-04-01	-0.2168217549999998
2007-05-01	0.19160950299999956
2007-06-01	0.2406300469999998
2007-07-01	-0.081641025999999776
2007-08-01	0.58489066599999976
2007-09-01	0.84438401599999984
2007-10-01	0.70079709400000032
2007-11-01	1.0005886820000014
2007-12-01	0.91091028199999968
2008-01-01	1.923018879
2008-02-01	1.981319152
2008-03-01	2.400429075
2008-04-01	2.7082183929999996
2008-05-01	2.5065044550000004
2008-06-01	2.419748195
2008-07-01	2.6021026369999996
2008-08-01	2.425992096
2008-09-01	3.053349349
2008-10-01	4.395757368
2008-11-01	3.743295944
2008-12-01	3.032311133
2009-01-01	3.664007968
2009-02-01	3.66577476
2009-03-01	3.0850307499999996
2009-04-01	3.640530634
2009-05-01	3.8961654520000016
2009-06-01	3.642988344
2009-07-01	3.696515068
2009-08-01	3.722697179
2009-09-01	3.590153893
2009-10-01	3.688650784
2009-11-01	3.5264033560000004
2009-12-01	3.9991340439999992
2010-01-01	3.829433257
2010-02-01	3.857895183
2010-03-01	4.024104132
2010-04-01	3.823423405
2010-05-01	3.5184974760000004
2010-06-01	3.1225249180000004
2010-07-01	3.101960023
2010-08-01	2.630941479
2010-09-01	2.658498373
2010-10-01	2.7953209699999996
2010-11-01	2.854084671
2010-12-01	3.3560208240000004
2011-01-01	3.458639632
2011-02-01	3.497438347
2011-03-01	3.582246813
2011-04-01	3.539649734
2011-05-01	3.246278587
2011-06-01	3.4370983030000004
2011-07-01	2.988692591
2011-08-01	2.433274647
2011-09-01	2.028646384
2011-10-01	2.297275646
2011-11-01	2.202291294
2011-12-01	1.97398785
2012-01-01	1.859962697
2012-02-01	1.9786311720000004
2012-03-01	2.238649854
2012-04-01	1.934984808
2012-05-01	1.5685776900000002
2012-06-01	1.6391537330000002
2012-07-01	1.454652721
2012-08-01	1.5273852780000002
2012-09-01	1.636471092
2012-10-01	1.67578132
2012-11-01	1.612604932
2012-12-01	1.804939431
2013-01-01	2.0161962940000004
2013-02-01	1.859925406
2013-03-01	1.881963703
2013-04-01	1.716885875
2013-05-01	2.180099551
2013-06-01	2.5427025299999992
2013-07-01	2.6920666260000008
2013-08-01	2.906306009
2013-09-01	2.748014988
2013-10-01	2.658272338
2013-11-01	2.828299425
2013-12-01	3.09754592
2014-01-01	2.5963250579999996
2014-02-01	2.548913179
2014-03-01	2.592576399
2014-04-01	2.586283754
2014-05-01	2.374497093
2014-06-01	2.431561373
2014-07-01	2.441086414
2014-08-01	2.254926063
2014-09-01	2.4431738690000004
2014-10-01	2.2933145789999996
2014-11-01	2.008116203
2014-12-01	2.069454011
2015-01-01	1.574381981
2015-02-01	1.95187853
2015-03-01	1.7799475389999996
2015-04-01	2.029423837
2015-05-01	2.0962384370000004
2015-06-01	2.2599874590000004
2015-07-01	2.0776935620000004
2015-08-01	2.070222765
2015-09-01	2.000590464
2015-10-01	1.952034655
2015-11-01	1.8202929
2015-12-01	1.7799899680000002
2016-01-01	1.479650585
2016-02-01	1.229119028
2016-03-01	1.314112019
2016-04-01	1.4074777569999998
2016-05-01	1.272736615
2016-06-01	1.043127755
2016-07-01	0.94997944900000016
2016-08-01	1.0482782779999998
2016-09-01	1.0499580370000002
2016-10-01	1.282851478
2016-11-01	1.767969259
2016-12-01	1.830835542
2017-01-01	1.886678911
2017-02-01	1.7590575460000002
2017-03-01	1.4599684290000002
2017-04-01	1.2551236349999994
2017-05-01	1.000619213
2017-06-01	1.1082059940000002
2017-07-01	1.106193137
2017-08-01	0.922452794
2017-09-01	1.0961843789999998
2017-10-01	1.053492771
2017-11-01	0.951519652
2017-12-01	0.769087734
2018-01-01	1.0458480600000002
2018-02-01	1.048737823
2018-03-01	0.804341684
2018-04-01	0.94397367400000016
2018-05-01	0.75930659300000032
2018-06-01	0.991446558
2018-07-01	0.915197778
2018-08-01	0.75336127600000016
2018-09-01	0.854264561
2018-10-01	0.87729261199999968
2018-11-01	0.47687484599999984
2018-12-01	-0.010868396999999418
2019-01-01	0.026292631000000012
2019-02-01	0.15599576299999996
2019-03-01	-0.097874561000000688
2019-04-01	0.012687443999999992
2019-05-01	-0.41257974100000008
2019-06-01	-0.1950103580000002
2019-07-01	-0.21922784000000028
2019-08-01	-0.569566239
2019-09-01	-0.30836547499999976
2019-10-01	0.051436037999999848
2019-11-01	0.088580872999999952
